None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108021262|XP_016945375.1|DSUZ	862.05	515.0	820.8	533.1	483.8	503.1	535.4	620.9	515.0	2285.0	1917.1	2557.7	2349.7	1868.2	2432.5	2452.6	2448.3	1907.1	2300.4	1907.5	2385.1	2462.6	2248.4	1873.2	1894.8	1914.8	2281.15	2257.3	308.35	2254.2	2462.6	2375.1	2465.6	2667.5	2535.4	1951.8	1992.2	2449.9	492.7	512.7	513.8	375.2	550.4	522.7	498.4	509.2	1883.2	531.2	463.8	2447.5
LOC108018070|XP_016940958.1|DSUZ	186.8	70.1	170.2	63.5	0	71.2	57.0	177.2	0	614.0	469.9	732.3	654.8	383.6	677.2	624.4	707.2	499.6	578.2	449.5	663.7	693.3	611.3	466.8	476.5	488.8	610.5	607.1	0	611.7	708.8	672.9	691.0	775.0	647.1	446.8	526.6	641.0	46.6	64.3	55.8	64.3	92.0	75.9	61.2	63.5	525.4	88.6	61.05	691.4
LOC108014660|XP_016936311.1|DSUZ	301.6	138.3	301.6	153.7	153.3	119.4	151.4	268.9	133.7	523.5	440.7	577.8	505.0	465.3	538.5	553.5	563.9	464.9	489.2	441.8	510.8	558.5	495.4	440.7	446.4	476.9	491.9	494.2	178.3	493.0	566.6	538.1	553.9	589.0	567.8	474.6	476.5	565.5	180.3	172.9	145.2	108.2	139.0	140.2	177.9	174.5	465.7	90.9	178.7	557.8
LOC108019598|XP_016942929.1|DSUZ	67.93333333333334	61.23333333333333	44.099999999999994	45.849999999999994	47.4	46.75	54.3	0	52.0	83.95	93.75	106.65	84.7	87.0	103.19999999999999	102.8	104.35	90.5	94.2	93.0	96.25	105.35	109.86666666666666	93.75	93.94999999999999	91.1	92.85000000000001	94.94999999999999	62.85	94.94999999999999	103.6	150.2	104.19999999999999	170.6	106.1	91.1	92.65	103.39999999999999	64.56666666666666	63.300000000000004	61.36666666666667	73.0	46.8	68.93333333333334	46.55	45.8	84.55	46.8	47.95	104.19999999999999
LOC108012282|XP_016933073.1|DSUZ	0	0	0	0	0	0	0	0	0	45.8	0	65.1	47.8	0	57.8	52.8	42.4	0	57.0	0	55.8	57.8	53.1	0	0	0	57.4	53.1	0	53.1	62.4	56.2	58.9	130.2	74.3	0	43.1	61.2	0	0	0	0	0	0	0	0	0	0	0	60.1
LOC108011094|XP_016931650.1|DSUZ	454.95000000000005	310.8	399.65	320.5	382.1	348.2	218.4	430.6	322.4	663.7	579.7	694.1	665.6	585.1	368.05	693.0	375.75	563.5	630.6	581.6	670.2	687.6	623.2	575.9	568.2	580.9	239.33333333333334	621.3	250.75	625.5	677.2	672.5	692.2	741.9	718.8	582.0	430.2666666666667	701.8	346.9	280.8	332.8	331.05	315.1	329.3	360.5	364.0	567.8	352.1	365.9	684.9
LOC108014839|XP_016936534.1|DSUZ	76.3	70.5	78.6	69.9	82.4	71.65	70.3	90.69999999999999	69.15	521.5	474.2	853.2	480.7	473.4	763.1	807.4	806.6	486.1	531.6	491.9	424.85	811.6	580.1	483.4	469.9	516.2	582.8	583.6	86.7	581.3	808.9	646.7	798.5	953.0	587.8	527.3	386.3	826.6	85.1	85.5	70.5	50.1	67.4	68.95	86.7	86.7	408.7	69.75	82.8	797.3
LOC108016780|XP_016939036.1|DSUZ	275.8	257.3	263.1	262.7	268.9	255.0	258.1	270.8	254.6	411.0	388.3	440.7	406.8	408.3	398.3	426.4	429.1	402.9	405.6	385.2	425.6	423.7	419.5	386.0	388.3	399.8	418.5	419.5	266.9	420.6	397.5	425.6	426.4	440.7	431.0	399.8	407.1	426.4	262.7	266.9	234.2	258.1	249.6	259.6	265.4	265.4	382.5	249.2	261.2	426.4
LOC108015865|XP_016937921.1|DSUZ	0	0	0	0	0	0	0	0	0	265.8	139.4	355.9	258.8	162.9	287.3	352.4	239.6	0	248.1	153.3	254.6	341.3	206.8	139.4	139.4	139.8	216.9	209.1	0	215.7	298.1	248.8	352.1	515.4	359.4	145.2	162.9	337.4	0	0	0	0	0	0	0	0	180.6	0	0	349.4
LOC108008605|XP_016927973.1|DSUZ	263.5	82.0	269.6	82.0	222.6	167.5	81.6	206.8	82.8	412.9	391.7	454.1	415.6	381.3	447.2	447.6	443.4	372.1	413.3	387.5	429.9	444.9	392.3666666666666	391.3	392.9	392.5	412.5	411.4	245.4	408.3	431.0	436.0	446.0	466.8	450.7	394.4	373.2	445.3	226.1	222.6	92.8	136.3	95.1	84.3	227.6	226.1	351.7	244.6	233.0	446.0
LOC108021223|XP_016945315.1|DSUZ	204.1	131.0	193.0	120.2	165.2	118.6	126.7	174.5	113.6	497.3	451.4	546.6	493.8	446.8	534.6	526.9	496.5	458.4	487.3	454.9	511.1	524.6	481.9	449.9	451.8	458.4	461.5	491.9	154.1	493.8	537.7	516.2	523.9	559.3	553.5	457.2	464.2	523.9	150.6	141.4	123.2	85.5	129.8	119.0	171.8	167.2	443.7	154.8	157.1	523.9
LOC108020447|XP_016944257.1|DSUZ	166.0	0	105.9	0	0	113.6	0	0	0	574.7	0	700.3	311.8	337.4	657.5	616.5	617.5	421.0	527.3	444.9	617.1	622.1	523.5	422.9	424.5	453.8	546.6	531.6	0	531.6	662.1	623.6	630.6	785.8	669.1	448.4	465.7	541.6	0	0	0	115.2	0	0	0	0	398.3	0	0	622.5
LOC108014685|XP_016936348.1|DSUZ	79.3	75.1	86.3	79.7	66.2	0	87.4	0	0	138.7	122.9	240.0	132.9	115.9	210.7	181.4	141.0	140.6	0	136.7	164.1	179.5	0	125.9	117.5	127.9	0	0	67.4	0	198.7	186.4	160.2	324.3	228.0	131.3	119.8	173.35	64.3	66.2	73.2	0	68.9	78.2	63.9	64.7	110.2	72.4	59.7	180.3
LOC108009917|XP_016930132.1|DSUZ	335.5	65.5	169.9	109.4	0	0	109.4	297.7	99.0	2617.8	1785.4	3602.8	2419.0	1708.0	2862.4	2844.7	3190.2	1500.15	1785.4	1855.9	2051.6	2567.0	1900.75	1795.0	1789.2	1903.6	1876.7	1936.8	0	1911.0	3032.7	2100.1	2589.3	3942.5	3262.2	1908.3	1776.5	2870.5	0	0	102.4	0	104.8	112.8	45.4	58.9	1734.5	144.8	53.1	2585.4
LOC108021344|XP_016945515.1|DSUZ	932.9	820.8	955.3	809.3	684.1	800.0	832.8	905.2	842.4	1586.6	1524.6	1654.8	1575.8	1484.5	1608.6	1600.9	1610.9	1511.9	1531.5	1520.0	1580.8	1623.2	1568.5	1522.7	1520.4	1522.7	1543.5	1567.4	662.1	1564.7	1629.8	1571.2	1600.5	1677.9	1605.5	1529.6	1514.6	1610.9	204.70000000000002	657.9	440.05	722.6	777.7	813.5	681.0	689.1	1499.6	856.7	682.2	1600.5
LOC108013546|XP_016934941.1|DSUZ	461.26666666666665	277.7	464.55	410.0	390.6	236.225	467.05	274.85	0	2682.1	1959.1	3155.2	2460.3	1981.1	2905.2	2926.7	2934.4	1982.2	2311.6	1987.2	2650.5	2907.5	2312.7	1954.9	1952.2	2016.9	2310.4	2314.7	425.25	2317.7	2946.0	2612.4	2929.8	3315.8	2959.5	2004.2	2102.0	2937.1	293.73333333333335	257.8	469.20000000000005	404.25	426.8	427.15	305.43333333333334	449.7	2239.5	271.77500000000003	299.8	2920.6
LOC108004718|XP_016923226.1|DSUZ	1189.9	888.6	1276.5	901.0	884.8	870.9	877.9	1078.9	859.0	2244.5	1956.8	2421.4	2264.2	1867.0	2339.7	2394.0	2400.2	1920.6	2090.1	1979.9	2226.8	2390.5	2059.6	1973.7	1964.5	1909.0	2080.1	2059.6	788.9	2070.4	2377.8	2243.0	2387.5	2453.7	2314.3	1923.7	1945.6	2362.8	888.6	888.6	899.4	642.5	893.6	911.8	436.0	881.7	2006.9	579.4666666666667	865.1	2373.6
LOC108018214|XP_016941221.1|DSUZ	357.1000000000001	239.2	357.1	218.0	275.4	181.0	215.7	353.6	230.3	444.5	434.1	448.7	444.5	0	447.2	444.9	450.3	431.4	434.9	428.3	446.4	442.6	434.5	434.1	433.3	437.2	283.3	434.5	274.6	434.5	450.3	446.4	444.9	450.3	448.7	437.2	433.0	444.9	275.0	275.4	236.5	163.3	230.3	218.8	273.9	276.2	441.4	270.8	197.60000000000002	444.9
LOC108013560|XP_016934965.1|DSUZ	0	76.6	62.0	77.0	0	0	62.8	67.0	0	454.5	414.8	601.7	465.3	421.4	573.2	569.7	548.1	404.8	434.5	425.2	477.2	557.8	474.2	409.8	410.2	421.0	474.9	477.6	62.0	475.7	571.2	492.7	550.4	681.4	577.0	418.7	438.7	565.5	68.2	69.7	62.4	0	63.2	68.6	77.4	81.3	396.7	0	73.6	554.7
LOC108014037|XP_016935543.1|DSUZ	0	0	0	0	0	0	0	0	0	193.4	140.6	318.2	229.9	137.5	305.1	273.5	298.1	163.7	212.2	148.7	253.4	271.9	228.4	137.1	141.0	149.1	208.0	217.2	0	222.2	292.4	265.4	283.1	353.2	294.7	141.0	159.1	279.3	0	0	0	0	0	0	0	0	130.6	0	0	275.8
LOC108018601|XP_016941649.1|DSUZ	881.7	823.9	874.8	827.0	758.8	767.3	814.7	860.1	792.0	1136.7	1112.1	1196.0	1167.1	1130.5	1167.5	1174.5	1188.7	1135.9	1140.9	1127.1	1165.2	1161.0	1150.6	1112.1	1112.8	1127.9	1149.0	1150.6	740.3	1150.6	1185.6	1142.5	1160.6	1196.4	1174.8	1126.3	1155.6	1159.1	292.15	725.3	395.0	696.0	794.7	823.2	730.7	455.3	1130.2	813.1	761.1	1160.6
LOC108007981|XP_016927252.1|DSUZ	396.54999999999995	243.8	400.6	222.2	260.8	218.4	251.1	400.2	186.8	735.7	693.7	846.7	729.6	597.0	781.6	790.4	785.0	664.8	684.5	691.8	755.0	785.8	684.5	696.4	691.4	677.9	689.1	691.4	257.3	686.8	780.4	753.1	789.3	856.3	805.1	694.1	700.3	778.5	282.7	270.0	124.8	186.8	186.4	249.6	65.9	268.1	653.3	250.4	257.7	791.2
LOC108010131|XP_016930448.1|DSUZ	205.5666666666667	109.4	188.3	109.4	137.9	105.5	104.4	224.2	96.7	535.8	0	619.4	526.9	390.2	558.5	578.6	581.6	403.3	508.1	457.2	527.7	562.4	475.54999999999995	450.3	449.1	412.5	499.2	461.8	131.0	494.2	576.2	545.8	573.9	656.8	607.8	423.7	394.8	576.2	139.0	135.2	110.9	73.6	102.8	110.2	143.7	141.4	417.2	83.6	142.5	575.5
LOC108014354|XP_016935928.1|DSUZ	329.7	229.9	322.8	219.5	235.3	228.8	229.6	302.8	196.1	696.8	0	781.6	672.5	612.5	750.7	761.9	740.3	622.9	654.4	633.6	701.0	763.1	670.2	630.2	614.4	630.9	664.5	670.6	109.75	668.7	756.9	717.2	753.1	833.2	729.2	628.6	621.7	737.3	216.9	224.9	229.6	214.9	196.4	125.0	234.2	233.4	634.0	193.0	224.6	744.2
LOC108017075|XP_016939525.1|DSUZ	0	0	0	0	0	0	0	0	0	72.4	0	147.5	65.9	0	102.8	94.7	90.5	0	0	0	106.3	93.2	0	0	0	0	0	0	0	0	100.5	97.8	90.5	224.6	115.9	0	0	102.8	0	0	0	0	0	0	0	0	0	0	0	83.6
LOC108004838|XP_016923403.1|DSUZ	74.02000000000001	89.7	122.1	99.8	125.9	72.0	91.7	93.2	0	171.8	0	173.7	174.9	164.5	136.0	171.8	166.8	162.5	167.9	166.4	168.7	174.9	167.2	166.8	166.8	169.1	169.1	167.2	130.6	167.2	135.6	169.9	173.3	176.4	136.0	169.9	167.5	173.3	122.9	115.2	95.15	94.4	103.6	95.5	0	132.1	173.3	104.8	134.4	173.3
LOC108005869|XP_016924735.1|DSUZ	1865.9	1638.2	1864.0	1679.1	665.25	1545.8	1646.7	1231.5	1647.5	3213.7	3061.6	3532.3	3254.9	3048.5	3432.1	3419.4	3416.7	3089.3	3205.2	3113.2	3296.5	3467.6	3208.7	3062.3	3087.4	3098.1	3165.9	3239.1	1325.5	3240.7	3445.6	3217.2	3472.9	3629.3	3483.3	3106.2	3179.8	1297.6000000000001	604.55	1308.9	1639.4	1502.3	1623.6	1661.0	389.65	735.1	3018.4	1540.4	1315.4	3476.8
LOC108020913|XP_016944820.1|DSUZ	0	0	0	0	0	0	0	0	0	89.4	0	340.5	114.0	0	218.0	234.6	225.7	52.4	50.8	57.8	79.3	255.0	58.2	55.8	57.8	56.6	64.5	74.7	0	77.4	192.95	88.2	255.4	459.1	158.7	62.0	74.7	267.3	0	0	0	0	0	0	0	0	63.5	0	0	252.7
LOC108015025|XP_016936743.1|DSUZ	197.19999999999996	199.1	194.9	198.7	199.5	180.3	198.7	196.1	185.7	223.0	185.5	224.6	222.2	174.10000000000002	224.6	221.5	224.6	187.29999999999998	165.0	186.25	223.0	217.6	164.275	154.83333333333334	186.85000000000002	181.8	159.85	152.06	196.1	151.52	221.5	221.5	217.6	224.6	224.6	183.0	154.33333333333334	221.5	199.1	198.4	199.1	173.7	185.3	198.7	0	0	138.85	199.1	199.9	217.6
LOC108008848|XP_016928243.1|DSUZ	0	0	0	0	0	0	0	0	0	213.0	119.0	286.6	217.6	127.9	260.0	250.4	282.3	101.3	142.5	119.0	182.2	238.8	137.5	119.0	119.0	120.6	145.6	139.4	0	141.0	287.3	147.5	232.3	323.9	295.8	120.6	121.7	250.8	0	0	0	0	0	0	0	0	145.6	0	0	232.3
LOC108007190|XP_016926317.1|DSUZ	0	0	0	0	0	0	0	0	0	64.3	47.4	207.6	65.9	44.3	191.0	193.4	169.9	58.9	63.9	62.0	80.9	191.8	41.6	47.8	42.7	68.9	40.4	56.2	0	58.2	206.1	73.9	196.8	225.3	206.5	67.8	43.9	191.8	0	0	0	0	0	0	0	0	0	0	0	57.0
LOC108019233|XP_016942521.1|DSUZ	0	0	0	0	0	0	0	0	0	276.9	143.3	1162.5	270.4	121.7	529.6	699.9	709.5	124.4	0	101.7	297.7	764.2	0	142.1	0	150.2	0	0	0	0	233.06666666666663	321.2	761.1	1605.5	776.5	146.0	184.1	718.4	0	0	0	0	0	0	0	0	50.1	0	0	761.5
LOC108021319|XP_016945472.1|DSUZ	65.9	0	61.6	0	0	0	0	67.4	0	88.6	120.2	243.0	104.0	124.8	141.7	163.3	124.8	72.975	100.5	125.9	104.4	116.3	107.8	117.9	118.2	87.0	97.8	101.3	0	101.3	128.3	109.8	179.1	344.4	239.2	115.2	136.0	169.5	0	0	0	0	0	0	0	0	77.4	0	0	180.6
LOC108009527|XP_016929449.1|DSUZ	147.31428571428572	0	145.6	0	0	0	0	162.2	0	680.2	411.8	900.2	657.9	433.0	857.4	828.2	861.7	427.9	599.0	446.8	698.4	800.4	528.1	427.9	412.5	456.1	576.2	641.3	0	545.8	765.4	727.2	821.2	1005.7	748.8	458.8	560.5	849.4	0	0	0	0	0	0	0	0	500.7	108.6	0	822.8
LOC108013035|XP_016934116.1|DSUZ	286.2	95.1	275.0	100.5	94.7	43.5	113.6	276.9	120.6	1652.5	1396.3	2066.2	1632.1	1142.9	1863.2	1897.1	1952.6	685.45	679.1	1383.2	1663.3	1943.3	1481.8	1401.7	1359.0	1429.8	1558.1	1471.4	92.0	1534.6	1977.6	1612.0	1839.7	2266.9	1904.8	1402.5	1307.0	1968.0	43.9	89.4	99.8	44.7	129.8	115.2	0	101.7	1238.4	124.8	101.7	1925.2
LOC108004599|XP_016923028.1|DSUZ	0	0	0	0	0	0	0	0	0	176.0	159.1	223.4	176.0	159.5	207.2	178.3	209.1	173.7	170.2	157.5	186.4	204.9	172.6	159.1	159.1	172.9	171.0	172.6	0	174.5	201.4	186.0	202.2	228.8	209.1	162.9	164.5	208.0	0	0	0	0	0	0	0	0	160.2	0	0	202.2
LOC108013702|XP_016935112.1|DSUZ	0	44.7	0	46.6	0	0	45.4	58.9	0	606.7	89.7	1167.9	587.8	251.1	688.7	880.2	916.0	67.75	271.9	204.5	642.5	918.7	332.8	168.3	132.3	172.2	322.0	257.3	0	270.0	915.2	633.6	893.3	1407.5	651.7	174.1	199.9	975.3	0	0	47.0	0	0	45.4	0	0	208.4	54.7	0	898.7
LOC108014269|XP_016935802.1|DSUZ	102.25	126.7	106.65	129.05	111.3	103.6	127.7	99.0	116.7	819.3	192.2	1083.6	493.0	175.05	935.6	360.15	1037.7	217.6	645.6	190.64999999999998	329.95	906.7	627.9	364.8	190.85000000000002	198.2	237.29999999999998	377.5	123.65	630.2	985.3	373.23333333333335	893.3	1304.3	989.6	399.4	188.35	893.6	157.9	120.15	123.25	89.35	118.6	128.85000000000002	123.25	126.1	367.5	68.16666666666667	111.69999999999999	933.3
LOC108009451|XP_016929304.1|DSUZ	119.39999999999999	0	119.8	0	0	45.25	0	114.8	0	1281.2	862.4	1902.1	1303.1	661.0	1695.2	1675.2	1709.1	991.1	1158.3	944.9	1449.9	1644.4	624.6	868.2	451.65	947.2	1096.6	1114.8	0	1146.0	1719.5	1384.0	1677.1	2055.4	1703.0	1114.8	917.5	1661.0	0	0	0	0	0	0	0	0	879.0	0	0	1714.5
LOC108020892|XP_016944791.1|DSUZ	704.9	587.8	680.2	583.6	558.1	587.0	568.5	701.0	577.8	849.7	841.6	945.3	847.8	802.0	940.6	928.7	916.8	829.3	883.2	825.9	875.5	904.0	889.8	839.3	840.1	813.1	877.5	885.6	552.7	885.6	908.7	812.0	899.4	988.4	880.2	813.1	795.0	900.6	562.8	508.4	597.4	521.2	574.9	597.8	573.9	200.42499999999998	818.1	630.6	541.6	893.3
LOC108019796|XP_016943285.1|DSUZ	305.8	284.6	271.9	287.3	279.6	275.8	287.0	319.7	279.6	693.7	600.1	828.6	698.4	571.2	719.5	777.7	739.2	620.2	645.6	623.6	725.3	772.7	628.9	597.8	605.9	605.1	657.5	649.0	207.2	650.2	695.3	722.6	807.0	844.3	824.3	607.1	604.7	774.2	282.0	285.8	128.6	202.2	283.1	285.8	283.9	118.79999999999998	547.4	267.3	289.3	805.8
LOC108010789|XP_016931206.1|DSUZ	428.3	377.9	427.6	327.0	367.9	369.4	320.9	357.1	335.5	568.9	545.0	585.1	563.9	543.5	566.2	573.9	575.9	492.3	555.1	539.7	565.5	566.6	548.1	542.7	548.9	483.8	557.0	553.1	230.35	549.3	575.5	573.9	566.2	600.1	564.3	480.3	533.9	571.2	0	361.3	356.7	306.6	296.6	294.7	371.7	235.70000000000002	532.7	331.6	371.3	567.4
LOC108018614|XP_016941669.1|DSUZ	0	115.5	134.8	117.1	147.9	90.9	118.6	169.9	122.1	460.7	413.7	496.5	451.8	432.6	482.3	482.3	476.1	427.9	436.8	411.0	456.8	488.4	443.0	413.7	413.7	429.5	437.6	443.0	139.0	443.0	483.4	457.6	485.3	503.4	486.9	429.9	431.0	489.2	139.8	150.2	127.5	0	126.3	121.7	152.5	141.4	411.4	106.7	149.4	485.3
LOC108011025|XP_016931549.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	288.5	0	0	176.8	184.1	136.7	0	0	0	85.1	186.0	0	0	0	45.4	0	0	0	0	164.1	0	186.8	334.7	239.6	45.4	0	161.8	0	0	0	0	0	0	0	0	47.0	0	0	191.0
LOC108004925|XP_016923515.1|DSUZ	202.19999999999996	0	198.7	0	165.2	190.3	0	209.5	183.7	265.0	258.1	274.6	265.0	259.6	269.6	263.8	269.6	263.8	266.5	255.8	267.7	266.2	262.7	258.1	256.9	260.4	266.5	262.7	165.6	262.7	267.3	266.5	266.2	274.6	256.1	260.4	251.5	269.6	165.2	165.2	0	183.7	183.0	0	163.3	163.3	258.8	170.6	169.1	266.2
LOC108019911|XP_016943501.1|DSUZ	502.3	449.1	328.95	449.5	400.6	396.4	444.1	503.4	445.7	619.4	605.1	637.5	617.8	597.0	633.6	636.0	635.2	604.4	618.6	599.7	610.5	636.0	612.25	605.1	605.1	606.3	618.6	618.6	391.3	618.6	629.8	608.6	636.0	638.3	638.3	606.3	609.0	635.2	417.2	408.3	443.7	404.8	452.6	435.3	397.1	402.9	597.0	463.0	374.4	636.0
LOC108015746|XP_016937770.1|DSUZ	372.9	252.7	384.0	266.9	0	280.4	264.2	335.1	220.7	1476.8	1003.8	1784.6	1477.6	1116.7	1614.7	1647.1	1668.7	978.0	1323.1	996.5	1529.6	1642.5	1408.7	992.3	997.3	1003.8	1355.5	1405.6	159.8	1401.0	1615.9	1541.2	1649.4	1865.9	1669.4	1010.7	1270.8	1652.5	0	0	283.1	274.6	229.9	283.9	0	70.10000000000001	1101.3	281.6	0	1637.5
LOC108017468|XP_016939995.1|DSUZ	0	0	0	0	0	0	0	0	0	109.0	98.6	269.2	130.2	94.7	180.3	184.5	193.7	103.2	76.6	100.1	101.7	191.4	80.5	95.15	95.1	102.1	75.5	57.0	0	77.4	188.7	98.6	184.1	308.5	186.0	101.3	94.7	186.8	0	0	0	0	0	0	0	0	87.56666666666666	0	0	187.6
LOC108019117|XP_016942331.1|DSUZ	238.8	219.5	241.1	216.5	204.1	183.3	221.5	252.7	222.6	486.9	342.8	510.4	489.2	344.0	471.5	496.5	504.6	354.4	446.8	340.9	468.8	496.1	451.8	344.0	202.6	0	443.0	454.5	218.4	454.5	500.0	468.8	495.4	531.6	499.6	341.7	377.45000000000005	495.4	216.1	232.6	219.2	209.9	213.0	214.2	232.3	225.3	335.8	226.9	227.6	323.75
LOC108018228|XP_016941236.1|DSUZ	90.5	0	137.1	0	0	0	0	142.1	0	576.2	313.2	682.2	573.2	314.3	630.9	528.9	501.1	427.2	418.3	324.7	535.8	632.1	409.25	312.8	313.5	372.9	508.8	431.0	84.7	435.3	666.8	543.1	614.0	718.4	607.1	363.2	445.3	587.0	89.4	70.9	0	0	0	0	89.0	91.3	451.1	93.6	87.8	552.7
LOC108013164|XP_016934350.1|DSUZ	0	0	0	0	0	0	0	0	0	0	41.2	173.3	0	0	63.9	67.8	63.2	0	45.1	0	54.3	53.5	0	41.6	0	0	0	0	0	43.5	73.6	55.1	56.2	278.1	84.7	0	0	66.2	0	0	0	0	0	0	0	0	0	0	0	53.1
LOC108005394|XP_016924146.1|DSUZ	0	0	0	0	0	0	0	0	0	92.4	0	170.6	101.7	0	156.8	149.8	153.7	0	67.8	62.0	117.5	151.8	69.3	0	0	0	72.0	67.4	0	69.7	156.0	128.3	154.1	199.5	132.1	0	0	147.9	0	0	0	0	0	0	0	0	0	0	0	151.4
LOC108016955|XP_016939379.1|DSUZ	0	257.7	310.5	254.6	210.3	249.2	267.3	392.1	245.0	872.5	745.3	1174.8	865.5	649.4	1049.7	989.6	1044.3	764.6	830.1	738.0	898.7	1010.0	861.3	738.0	738.8	760.0	851.7	861.7	219.2	860.9	1065.1	899.0	1023.5	1276.2	1024.2	754.6	739.2	1008.8	225.7	234.6	248.8	149.4	244.6	240.0	212.6	217.2	544.5	220.7	214.5	1023.1
LOC108008864|XP_016928257.1|DSUZ	0	0	0	0	0	0	0	43.1	0	246.1	139.8	317.0	268.1	103.6	340.9	240.0	344.0	124.8	224.9	137.5	270.0	332.0	223.75	137.9	136.0	151.4	228.8	204.1	0	229.2	322.8	252.7	337.8	392.5	324.3	135.2	153.7	272.7	0	0	0	0	0	0	0	0	136.3	0	0	344.7
LOC108015323|XP_016937211.1|DSUZ	423.95	0	457.2	382.5	310.5	0	377.9	410.25	382.1	761.5	706.4	797.3	419.84999999999997	709.9	495.54999999999995	774.6	473.79999999999995	700.7	749.2	704.5	479.95	779.2	740.3	706.8	706.1	711.4	749.6	745.0	310.8	745.0	487.65	483.79999999999995	777.7	801.6	789.3	711.4	713.0	773.9	246.15	283.5	314.3	0	377.25	0	295.0	294.45	695.3	332.1666666666667	289.075	779.6
LOC108013521|XP_016934906.1|DSUZ	424.8666666666666	261.0	414.5	280.25	337.4	363.6	279.65	401.4	277.5	763.5	678.3	850.5	769.6	674.9	807.4	821.6	824.3	654.8	740.3	679.5	800.8	816.2	736.5	676.0	675.6	0	743.4	736.9	323.9	735.7	814.7	791.2	821.6	873.6	836.6	676.0	711.1	802.4	336.3	335.9	256.15	308.5	275.95	239.30000000000004	338.2	334.3	686.0	337.8	351.7	817.8
LOC108012580|XP_016933484.1|DSUZ	235.0	122.5	228.0	184.5	197.6	152.1	170.2	183.0	157.9	470.3	359.4	513.5	471.9	400.2	510.4	488.0	500.7	368.2	444.5	364.0	478.4	500.0	435.3	357.1	361.7	357.8	439.5	447.2	177.9	449.1	325.65	472.6	500.4	568.9	501.9	362.8	364.0	335.3	190.7	140.2	199.1	189.9	190.7	183.0	129.0	193.7	328.6	197.2	176.4	499.6
LOC108013080|XP_016934190.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	136.0	0	0	133.3	99.8	96.3	0	0	0	79.0	109.0	0	0	0	0	0	0	0	0	134.0	57.8	114.0	156.0	109.8	0	0	106.3	0	0	0	0	0	0	0	0	0	0	0	110.5
LOC108018009|XP_016940856.1|DSUZ	186.0	0	190.3	0	0	0	0	147.1	0	1134.8	758.1	1435.2	1141.3	681.8	1253.8	1241.5	1362.4	769.6	1134.8	766.1	1023.1	1323.1	1144.8	741.9	769.2	792.0	1142.5	1158.7	0	1157.5	1307.0	1047.3	1306.6	1526.5	1228.0	856.7	865.5	1261.1	0	0	0	0	0	0	0	0	802.7	0	0	1310.0
LOC108013530|XP_016934916.1|DSUZ	0	0	0	0	0	0	0	0	0	203.8	83.6	280.8	194.9	73.9	271.9	269.6	280.0	85.9	159.1	80.1	194.5	268.5	161.8	82.8	86.7	95.9	155.6	160.6	0	161.8	285.8	182.6	259.2	339.7	274.6	95.9	75.1	272.3	0	0	0	0	0	0	0	0	68.6	0	0	273.5
LOC108010599|XP_016930976.1|DSUZ	48.1	0	0	0	0	0	0	0	0	486.1	352.4	1037.7	545.8	264.2	840.1	719.95	776.2	396.7	0	342.0	575.1	792.7	455.3	349.7	368.2	391.7	481.1	468.4	0	466.8	834.3	595.9	782.7	1405.2	921.0	406.0	364.8	761.5	0	0	0	0	0	0	0	0	345.9	0	0	810.8
LOC108018213|XP_016941220.1|DSUZ	0	0	0	0	0	0	0	0	0	221.5	143.7	243.4	226.1	114.4	237.7	218.4	232.3	149.1	189.1	151.4	222.6	214.2	197.6	146.0	146.4	131.0	170.2	201.1	0	179.9	215.3	222.6	212.6	261.5	242.7	135.6	174.9	204.1	0	0	0	0	0	0	0	0	106.3	0	0	214.2
LOC108013672|XP_016935080.1|DSUZ	206.45	209.95000000000002	378.6	214.9	143.13333333333333	377.5	214.15	243.8	384.8	1182.5	477.25	1327.0	1188.3	989.2	1364.7	1343.2	1445.3	916.4	1160.6	1039.3	1059.3	1404.4	1072.4	1023.8	755.4	472.25	1220.7	1085.9	151.26666666666668	1078.2	1392.9	1082.4	263.8	1594.3	1409.0	1018.1	980.7	1426.8	145.86666666666665	127.33333333333333	208.60000000000002	0	380.9	212.4	347.1	198.15	896.0	387.5	145.1	1328.5
LOC108014392|XP_016935985.1|DSUZ	113.45	208.8	164.1	223.4	198.7	223.0	223.4	247.3	212.2	346.7	339.3	355.9	346.7	326.6	348.6	349.4	351.3	325.1	347.8	336.3	346.3	354.0	347.1	332.0	336.7	335.9	342.0	347.1	183.0	348.6	345.5	347.4	354.0	360.5	354.4	335.9	344.7	350.5	208.4	224.2	150.6	223.0	218.0	216.1	204.5	204.9	326.2	238.8	210.7	354.0
